gene,IndModel.adj.pvals,IndModel.FC,MixedModel.z,MixedModel.p,DEGs.Ind.Model,DEGs.Ind.Mix.models,celltype
COX4I1,5.54E-41,-0.693265669,-5.721807403,1.05E-08,TRUE,TRUE,Inh
NGFRAP1,1.61E-39,-0.569414921,-6.374196444,1.84E-10,TRUE,TRUE,Inh
TMSB4X,4.07E-36,-0.469761211,-4.533423204,5.80E-06,TRUE,TRUE,Inh
ATPIF1,4.15E-35,-0.660146919,-5.372275436,7.77E-08,TRUE,TRUE,Inh
NDUFA4,1.81E-32,-0.528920475,-4.571972106,4.83E-06,TRUE,TRUE,Inh
STMN2,5.59E-28,-0.438819835,-5.911677214,3.39E-09,TRUE,TRUE,Inh
SOD1,1.01E-27,-0.529723314,-4.271195439,1.94E-05,TRUE,TRUE,Inh
ICA1,7.56E-27,-0.348770514,-7.031934,2.04E-12,TRUE,TRUE,Inh
RP11-701H24.9,7.66E-25,-0.255288579,-4.231845549,2.32E-05,TRUE,TRUE,Inh
CIRBP,4.31E-24,-0.327628977,-4.554410407,5.25E-06,TRUE,TRUE,Inh
DHFR,8.75E-24,1.177345735,4.769682251,1.85E-06,TRUE,TRUE,Inh
BEX2,5.78E-23,-0.489094306,-4.872434068,1.10E-06,TRUE,TRUE,Inh
TCEAL4,6.23E-22,-0.53991747,-4.608766276,4.05E-06,TRUE,TRUE,Inh
SPCS1,2.10E-21,-0.58664958,-5.240945085,1.60E-07,TRUE,TRUE,Inh
BEX4,1.40E-20,-0.418412144,-4.289461822,1.79E-05,TRUE,TRUE,Inh
TAF15,5.28E-19,-0.353965598,-5.02450113,5.05E-07,TRUE,TRUE,Inh
MGST3,6.92E-19,-0.277851181,-4.427836583,9.52E-06,TRUE,TRUE,Inh
MAMDC2,4.56E-18,-0.424904928,-5.155703207,2.53E-07,TRUE,TRUE,Inh
EML6,6.93E-18,-0.300065299,-6.014357033,1.81E-09,TRUE,TRUE,Inh
ATP5G3,1.97E-17,-0.519411163,-4.50046136,6.78E-06,TRUE,TRUE,Inh
MLLT11,3.74E-17,-0.545948733,-4.298434007,1.72E-05,TRUE,TRUE,Inh
ATP5J,1.73E-16,-0.482523739,-4.635580944,3.56E-06,TRUE,TRUE,Inh
PDE8A,9.83E-16,-0.28945988,-5.326870984,9.99E-08,TRUE,TRUE,Inh
FBXO2,2.93E-15,-0.719010104,-4.52331849,6.09E-06,TRUE,TRUE,Inh
GPI,1.18E-14,-0.32308137,-4.849665109,1.24E-06,TRUE,TRUE,Inh
BEX5,2.86E-14,-0.682028732,-4.742016053,2.12E-06,TRUE,TRUE,Inh
SCAND1,3.91E-14,-0.412178918,-4.575114488,4.76E-06,TRUE,TRUE,Inh
NDUFA12,4.07E-14,-0.524150646,-4.219926123,2.44E-05,TRUE,TRUE,Inh
COX5A,5.55E-14,-0.518269445,-4.39097056,1.13E-05,TRUE,TRUE,Inh
PLAGL1,1.08E-13,-0.370824345,-4.736279665,2.18E-06,TRUE,TRUE,Inh
PPA1,1.76E-13,-0.368564695,-4.313769176,1.60E-05,TRUE,TRUE,Inh
PSMD7,4.17E-13,-0.416172028,-4.846248193,1.26E-06,TRUE,TRUE,Inh
MRPL27,3.20E-12,-0.812282858,-5.119523828,3.06E-07,TRUE,TRUE,Inh
NDUFS3,5.21E-12,-0.654527095,-4.376731227,1.20E-05,TRUE,TRUE,Inh
TRMT112,5.57E-12,-0.482349291,-4.184577323,2.86E-05,TRUE,TRUE,Inh
MRPL55,6.34E-12,-0.682713438,-5.434732771,5.49E-08,TRUE,TRUE,Inh
MTRNR2L12,9.13E-12,1.202958644,4.931462412,8.16E-07,TRUE,TRUE,Inh
GPATCH2,5.19E-11,-0.253739406,-4.541141169,5.60E-06,TRUE,TRUE,Inh
TCEAL6,5.35E-11,-0.697580195,-4.505868009,6.61E-06,TRUE,TRUE,Inh
RAB3IP,6.45E-11,-0.333369019,-4.558516364,5.15E-06,TRUE,TRUE,Inh
TSEN2,6.57E-11,-0.36216232,-4.184855968,2.85E-05,TRUE,TRUE,Inh
TPK1,7.12E-11,-0.360343797,-4.158076053,3.21E-05,TRUE,TRUE,Inh
CMC2,9.55E-11,-0.500542228,-4.597367798,4.28E-06,TRUE,TRUE,Inh
LAMP5,1.11E-10,-0.893574743,-7.819951379,5.28E-15,TRUE,TRUE,Inh
EIF4E1B,1.56E-10,-0.819853818,-4.718544479,2.38E-06,TRUE,TRUE,Inh
ASAH1,1.90E-10,-0.352651341,-4.321467573,1.55E-05,TRUE,TRUE,Inh
SV2C,4.07E-10,-0.547691443,-5.167840809,2.37E-07,TRUE,TRUE,Inh
MRPS16,5.91E-10,-0.576292865,-4.362511743,1.29E-05,TRUE,TRUE,Inh
LGALS1,6.79E-10,-0.933823563,-6.112880842,9.78E-10,TRUE,TRUE,Inh
TRPC3,1.03E-09,-0.580156018,-5.470307812,4.49E-08,TRUE,TRUE,Inh
COPG2,1.75E-08,-0.36120173,-4.36288549,1.28E-05,TRUE,TRUE,Inh
KCNH5,1.00E-06,-0.252741693,-4.135740981,3.54E-05,TRUE,TRUE,Inh
NXPH2,2.93E-06,-0.254343713,-4.20740981,2.58E-05,TRUE,TRUE,Inh
GPS2,0.000295097,1.035961179,4.212808206,2.52E-05,TRUE,TRUE,Inh
RASGEF1B,0,0.897136152,6.127534792,8.93E-10,TRUE,TRUE,Exc
NGFRAP1,0,-0.662872332,-11.22153181,3.20E-29,TRUE,TRUE,Exc
LINGO1,6.26E-298,0.602907447,5.689686527,1.27E-08,TRUE,TRUE,Exc
BEX1,8.20E-283,-0.605891113,-9.953162786,2.44E-23,TRUE,TRUE,Exc
SLC26A3,2.12E-276,0.897916223,6.54022884,6.14E-11,TRUE,TRUE,Exc
TUBB2A,1.99E-258,-0.645653274,-5.237939728,1.62E-07,TRUE,TRUE,Exc
BEX2,3.87E-244,-0.629187851,-11.42797912,3.03E-30,TRUE,TRUE,Exc
STMN1,3.28E-237,-0.554918797,-6.065152355,1.32E-09,TRUE,TRUE,Exc
ATPIF1,3.52E-234,-0.594685523,-6.573661357,4.91E-11,TRUE,TRUE,Exc
RAB3A,1.18E-233,-0.57481849,-7.675489552,1.65E-14,TRUE,TRUE,Exc
CES4A,3.63E-231,-0.744177254,-8.06341374,7.42E-16,TRUE,TRUE,Exc
SOD1,6.86E-230,-0.598997646,-7.044689573,1.86E-12,TRUE,TRUE,Exc
SRP14,3.52E-224,-0.515238134,-5.078922331,3.80E-07,TRUE,TRUE,Exc
DYNLL1,3.11E-212,-0.472410538,-6.8792128,6.02E-12,TRUE,TRUE,Exc
SCG5,7.53E-211,-0.462550606,-7.132468791,9.86E-13,TRUE,TRUE,Exc
RAPH1,3.44E-210,-0.440484256,-4.717903032,2.38E-06,TRUE,TRUE,Exc
WSB1,5.77E-210,-0.427257953,-6.237059454,4.46E-10,TRUE,TRUE,Exc
HINT1,6.14E-208,-0.541864849,-6.806319971,1.00E-11,TRUE,TRUE,Exc
COX4I1,6.14E-208,-0.623155829,-4.671734705,2.99E-06,TRUE,TRUE,Exc
PEBP1,1.77E-206,-0.455976838,-5.641876969,1.68E-08,TRUE,TRUE,Exc
VDAC3,1.90E-206,-0.528476117,-8.252529163,1.55E-16,TRUE,TRUE,Exc
BEX5,5.59E-202,-0.72683972,-10.08597477,6.37E-24,TRUE,TRUE,Exc
BEX4,3.80E-200,-0.482490099,-8.33108434,8.01E-17,TRUE,TRUE,Exc
EID1,3.80E-200,-0.489370617,-7.176796336,7.14E-13,TRUE,TRUE,Exc
C14orf2,3.65E-198,-0.493797738,-6.667979447,2.59E-11,TRUE,TRUE,Exc
TUBB4B,1.68E-197,-0.535668369,-4.606792564,4.09E-06,TRUE,TRUE,Exc
RPL15,5.08E-197,-0.486459353,-6.664192513,2.66E-11,TRUE,TRUE,Exc
MDH1,2.05E-195,-0.444748445,-7.419022468,1.18E-13,TRUE,TRUE,Exc
ATP6V1F,3.36E-192,-0.589861682,-6.696923141,2.13E-11,TRUE,TRUE,Exc
TUBA4A,1.02E-190,-0.562890982,-5.618322594,1.93E-08,TRUE,TRUE,Exc
CIRBP,6.46E-186,-0.415872189,-7.826242586,5.03E-15,TRUE,TRUE,Exc
MTRNR2L8,2.91E-182,2.751638313,5.269807442,1.37E-07,TRUE,TRUE,Exc
TCEAL2,1.02E-179,-0.49552826,-7.954378353,1.80E-15,TRUE,TRUE,Exc
ICA1,4.54E-179,-0.322661545,-9.799888338,1.13E-22,TRUE,TRUE,Exc
TARBP1,4.21E-178,-0.318281999,-8.122523427,4.57E-16,TRUE,TRUE,Exc
TIMP3,1.76E-175,-0.832917418,-7.02528524,2.14E-12,TRUE,TRUE,Exc
GAP43,5.34E-174,-0.421340431,-6.926760206,4.31E-12,TRUE,TRUE,Exc
TMSB4X,6.40E-174,-0.388043403,-4.614117885,3.95E-06,TRUE,TRUE,Exc
RPH3A,9.44E-173,-0.454401997,-4.690556118,2.72E-06,TRUE,TRUE,Exc
STAT4,6.93E-172,-0.429028923,-7.165524177,7.75E-13,TRUE,TRUE,Exc
RAB11A,6.57E-171,-0.345324948,-5.955517769,2.59E-09,TRUE,TRUE,Exc
CCK,2.23E-170,-0.433746675,-4.480498568,7.45E-06,TRUE,TRUE,Exc
SNU13,4.62E-169,-0.523617859,-10.29189258,7.67E-25,TRUE,TRUE,Exc
MGST3,2.50E-167,-0.408791096,-6.300532148,2.97E-10,TRUE,TRUE,Exc
TSPAN7,7.98E-165,-0.345886124,-4.724250735,2.31E-06,TRUE,TRUE,Exc
SNCG,9.19E-165,-1.012879428,-5.541204211,3.00E-08,TRUE,TRUE,Exc
SAP18,5.10E-163,-0.521966635,-10.73435644,7.02E-27,TRUE,TRUE,Exc
RTF1,3.99E-162,-0.307665419,-5.265546127,1.40E-07,TRUE,TRUE,Exc
DHFR,9.33E-162,1.175363347,7.334765899,2.22E-13,TRUE,TRUE,Exc
ATP5G3,1.59E-161,-0.532004945,-7.062793039,1.63E-12,TRUE,TRUE,Exc
HMGN3,9.34E-160,-0.328134351,-4.756788312,1.97E-06,TRUE,TRUE,Exc
ISCU,3.87E-159,-0.504930297,-7.23684249,4.59E-13,TRUE,TRUE,Exc
PAK1,9.68E-158,-0.301086834,-7.079488956,1.45E-12,TRUE,TRUE,Exc
MLLT11,2.14E-157,-0.424935425,-6.533358212,6.43E-11,TRUE,TRUE,Exc
ATP6AP2,3.96E-157,-0.502786449,-7.152200051,8.54E-13,TRUE,TRUE,Exc
UBC,1.21E-156,-0.384760386,-4.90822349,9.19E-07,TRUE,TRUE,Exc
NDUFS5,3.01E-156,-0.415049643,-4.789953972,1.67E-06,TRUE,TRUE,Exc
RPL29,1.19E-155,-0.487654375,-4.333188047,1.47E-05,TRUE,TRUE,Exc
UQCRH,5.47E-155,-0.410196627,-6.088032009,1.14E-09,TRUE,TRUE,Exc
CHCHD2,1.59E-154,-0.513806964,-4.823725673,1.41E-06,TRUE,TRUE,Exc
GOLT1B,3.70E-153,-0.513069228,-9.393468018,5.81E-21,TRUE,TRUE,Exc
RTN4,8.63E-152,-0.336865101,-4.589773729,4.44E-06,TRUE,TRUE,Exc
SVOP,1.25E-151,-0.341678698,-5.898430922,3.67E-09,TRUE,TRUE,Exc
CSMD1,5.87E-151,0.292989267,4.734786756,2.19E-06,TRUE,TRUE,Exc
SPCS1,6.05E-151,-0.559290814,-6.407524948,1.48E-10,TRUE,TRUE,Exc
ACTG1,1.29E-150,-0.346197277,-5.424128934,5.82E-08,TRUE,TRUE,Exc
PARK7,7.83E-150,-0.546045361,-7.604543231,2.86E-14,TRUE,TRUE,Exc
RAB1A,8.27E-148,-0.35282989,-7.15026217,8.66E-13,TRUE,TRUE,Exc
RGS4,1.08E-147,-0.397283285,-5.173222421,2.30E-07,TRUE,TRUE,Exc
ATP5L,1.40E-147,-0.451612733,-6.658842379,2.76E-11,TRUE,TRUE,Exc
NRN1,2.45E-147,-0.478593924,-5.783069946,7.33E-09,TRUE,TRUE,Exc
PSMA7,4.64E-147,-0.528817645,-7.995220441,1.29E-15,TRUE,TRUE,Exc
ATF6B,1.29E-146,-0.500565904,-6.357597893,2.05E-10,TRUE,TRUE,Exc
UQCRC2,2.20E-146,-0.429524621,-5.670826603,1.42E-08,TRUE,TRUE,Exc
ATP6V1D,2.28E-146,-0.54572987,-8.890788154,6.07E-19,TRUE,TRUE,Exc
SUB1,8.88E-146,-0.399160383,-6.999300798,2.57E-12,TRUE,TRUE,Exc
GABARAPL2,1.79E-145,-0.501710124,-4.98194733,6.29E-07,TRUE,TRUE,Exc
ZKSCAN1,4.71E-144,-0.336906222,-5.036372981,4.74E-07,TRUE,TRUE,Exc
TMEM241,2.62E-143,-0.29528247,-8.27257541,1.31E-16,TRUE,TRUE,Exc
CISD1,4.79E-143,-0.351636889,-7.45745009,8.82E-14,TRUE,TRUE,Exc
NRD1,6.69E-143,-0.315977001,-8.960983986,3.22E-19,TRUE,TRUE,Exc
CHCHD10,9.29E-143,-0.330614922,-4.484785744,7.30E-06,TRUE,TRUE,Exc
H3F3B,1.32E-142,-0.408831101,-5.652844396,1.58E-08,TRUE,TRUE,Exc
DDRGK1,3.40E-140,-0.638972702,-6.815055227,9.42E-12,TRUE,TRUE,Exc
MRPS16,1.47E-139,-0.643706258,-7.045828025,1.84E-12,TRUE,TRUE,Exc
ZNF565,3.86E-138,-0.476556185,-6.287681286,3.22E-10,TRUE,TRUE,Exc
MRPS21,9.62E-138,-0.381403883,-6.063195009,1.33E-09,TRUE,TRUE,Exc
NDUFA5,4.57E-137,-0.472206787,-7.085417171,1.39E-12,TRUE,TRUE,Exc
OCIAD1,3.64E-136,-0.280159539,-5.480209845,4.25E-08,TRUE,TRUE,Exc
SRPK1,8.93E-136,-0.326190006,-4.484550423,7.31E-06,TRUE,TRUE,Exc
TAF15,9.75E-136,-0.255224659,-8.426761551,3.55E-17,TRUE,TRUE,Exc
DLG2,1.86E-134,0.262000918,4.945189968,7.61E-07,TRUE,TRUE,Exc
HSD17B12,9.97E-134,-0.336151416,-6.610014918,3.84E-11,TRUE,TRUE,Exc
IDH2,1.33E-133,-0.650817754,-10.9862994,4.45E-28,TRUE,TRUE,Exc
ATP6V1G1,5.33E-133,-0.408924042,-4.81764236,1.45E-06,TRUE,TRUE,Exc
COX6C,7.72E-132,-0.401998322,-4.419283535,9.90E-06,TRUE,TRUE,Exc
UBE2V2,2.28E-131,-0.376997318,-7.422096451,1.15E-13,TRUE,TRUE,Exc
EIF1B,3.42E-131,-0.411748033,-6.325275879,2.53E-10,TRUE,TRUE,Exc
YWHAH,1.19E-130,-0.286612043,-4.423877753,9.69E-06,TRUE,TRUE,Exc
ATP5G1,1.35E-130,-0.489724183,-4.797883303,1.60E-06,TRUE,TRUE,Exc
AP3S1,1.49E-130,-0.35535015,-6.672258222,2.52E-11,TRUE,TRUE,Exc
GLMN,1.77E-129,-0.36490594,-6.802033417,1.03E-11,TRUE,TRUE,Exc
BRK1,2.38E-129,-0.415437703,-7.094121324,1.30E-12,TRUE,TRUE,Exc
HAGH,2.67E-129,-0.343886238,-6.707652389,1.98E-11,TRUE,TRUE,Exc
RALYL,1.23E-128,0.283332446,6.62746196,3.42E-11,TRUE,TRUE,Exc
SPDYE3,2.54E-128,-0.709075867,-7.775244907,7.53E-15,TRUE,TRUE,Exc
CHGB,3.00E-128,-0.451528886,-4.665691543,3.08E-06,TRUE,TRUE,Exc
ATP5J,1.63E-127,-0.438027187,-5.213059165,1.86E-07,TRUE,TRUE,Exc
SUMF1,6.11E-127,-0.26679166,-5.089650126,3.59E-07,TRUE,TRUE,Exc
RASGRF1,7.44E-127,-0.295193317,-4.41714373,1.00E-05,TRUE,TRUE,Exc
GOT1,4.61E-126,-0.466629608,-5.436003076,5.45E-08,TRUE,TRUE,Exc
PSMD7,3.41E-125,-0.462484853,-7.328307536,2.33E-13,TRUE,TRUE,Exc
CSTB,3.68E-125,-0.490489361,-5.641346137,1.69E-08,TRUE,TRUE,Exc
TCEAL5,3.77E-125,-0.652940245,-7.679325842,1.60E-14,TRUE,TRUE,Exc
RAN,5.99E-125,-0.417005589,-5.288383617,1.23E-07,TRUE,TRUE,Exc
ACTR2,1.29E-124,-0.295570897,-6.707057938,1.99E-11,TRUE,TRUE,Exc
SCAND1,1.73E-124,-0.58842233,-6.138507182,8.33E-10,TRUE,TRUE,Exc
ZSCAN18,1.24E-123,-0.452983622,-4.441125856,8.95E-06,TRUE,TRUE,Exc
ASAH1,1.36E-123,-0.467674465,-7.415878212,1.21E-13,TRUE,TRUE,Exc
MED10,3.18E-123,-0.472139465,-5.83297673,5.44E-09,TRUE,TRUE,Exc
DSTN,1.11E-122,-0.304342911,-4.985729845,6.17E-07,TRUE,TRUE,Exc
CYCS,1.74E-122,-0.418237219,-5.17469303,2.28E-07,TRUE,TRUE,Exc
UQCR10,2.62E-121,-0.426672708,-4.945701955,7.59E-07,TRUE,TRUE,Exc
HGSNAT,1.35E-120,-0.375796703,-8.570255256,1.03E-17,TRUE,TRUE,Exc
TM7SF3,3.88E-120,-0.399753351,-6.876704525,6.13E-12,TRUE,TRUE,Exc
CRBN,1.18E-119,-0.352283912,-5.246858001,1.55E-07,TRUE,TRUE,Exc
ENY2,1.42E-119,-0.463394484,-6.861518801,6.81E-12,TRUE,TRUE,Exc
GRIN1,8.02E-119,0.603411595,6.372299858,1.86E-10,TRUE,TRUE,Exc
CLTA,3.02E-118,-0.361337946,-5.729234802,1.01E-08,TRUE,TRUE,Exc
DNM1L,3.75E-117,-0.262772707,-5.950088967,2.68E-09,TRUE,TRUE,Exc
ATP5G2,4.14E-117,-0.379876208,-5.495476186,3.90E-08,TRUE,TRUE,Exc
LAMTOR5,9.73E-117,-0.490111436,-6.563439531,5.26E-11,TRUE,TRUE,Exc
ZNF428,2.81E-116,-0.428691921,-5.818262687,5.95E-09,TRUE,TRUE,Exc
MED31,1.37E-115,-0.456693508,-6.643748737,3.06E-11,TRUE,TRUE,Exc
PRMT8,4.97E-113,-0.329397798,-5.913766515,3.34E-09,TRUE,TRUE,Exc
PSMB7,5.12E-113,-0.436475479,-6.372750784,1.86E-10,TRUE,TRUE,Exc
EIF3K,1.99E-111,-0.469113009,-6.896357529,5.34E-12,TRUE,TRUE,Exc
TOX4,9.51E-111,-0.439388015,-6.516424537,7.20E-11,TRUE,TRUE,Exc
SLC25A37,1.78E-110,-0.291257847,-4.763523708,1.90E-06,TRUE,TRUE,Exc
TMEM14A,6.73E-110,-0.346944464,-4.914409629,8.91E-07,TRUE,TRUE,Exc
TRAPPC13,8.30E-110,-0.38105929,-6.669963297,2.56E-11,TRUE,TRUE,Exc
FAM127A,2.98E-109,-0.284830109,-4.547249757,5.44E-06,TRUE,TRUE,Exc
XRCC6,4.40E-109,-0.325839464,-7.698282044,1.38E-14,TRUE,TRUE,Exc
MAX,5.96E-109,-0.32963858,-6.433472562,1.25E-10,TRUE,TRUE,Exc
GSTA4,7.52E-109,-0.267321113,-6.494358969,8.34E-11,TRUE,TRUE,Exc
BTF3,1.04E-108,-0.422261926,-4.495995446,6.92E-06,TRUE,TRUE,Exc
ATP1B3,9.60E-108,-0.373576404,-4.366927329,1.26E-05,TRUE,TRUE,Exc
COPS6,3.33E-107,-0.428290232,-5.77400379,7.74E-09,TRUE,TRUE,Exc
MTR,3.44E-107,-0.354475259,-9.232976215,2.63E-20,TRUE,TRUE,Exc
MYL12B,7.36E-107,-0.452732177,-5.657716557,1.53E-08,TRUE,TRUE,Exc
COX5A,8.04E-107,-0.560110839,-6.248221977,4.15E-10,TRUE,TRUE,Exc
MTRNR2L12,9.36E-107,1.544824497,8.208462424,2.24E-16,TRUE,TRUE,Exc
NAA20,1.13E-106,-0.561531259,-8.325850792,8.37E-17,TRUE,TRUE,Exc
PRDX5,1.25E-106,-0.444689124,-4.589778722,4.44E-06,TRUE,TRUE,Exc
CCDC12,1.34E-105,-0.487255543,-6.070266461,1.28E-09,TRUE,TRUE,Exc
C19orf53,1.76E-105,-0.49162932,-4.409665778,1.04E-05,TRUE,TRUE,Exc
ATP6V1B2,2.48E-105,-0.295980698,-4.311421617,1.62E-05,TRUE,TRUE,Exc
PAPD4,3.24E-105,-0.252694462,-6.276624545,3.46E-10,TRUE,TRUE,Exc
RECK,3.35E-105,-0.338147859,-8.548834069,1.24E-17,TRUE,TRUE,Exc
CFAP36,1.38E-104,-0.341306242,-4.55090524,5.34E-06,TRUE,TRUE,Exc
NAP1L5,1.47E-104,-0.520773794,-6.505690894,7.73E-11,TRUE,TRUE,Exc
ARPC3,1.70E-104,-0.446812394,-4.677493794,2.90E-06,TRUE,TRUE,Exc
PSMC1,2.65E-104,-0.413822802,-5.027668026,4.96E-07,TRUE,TRUE,Exc
ANO10,2.65E-104,-0.26843188,-6.55011377,5.75E-11,TRUE,TRUE,Exc
RPL36AL,6.16E-104,-0.540990322,-4.703207535,2.56E-06,TRUE,TRUE,Exc
SPG11,3.34E-103,-0.268110824,-7.629798743,2.35E-14,TRUE,TRUE,Exc
DDX1,9.82E-103,-0.366936154,-6.794082474,1.09E-11,TRUE,TRUE,Exc
ZRANB3,1.72E-102,-0.250601208,-4.539659468,5.63E-06,TRUE,TRUE,Exc
XPO4,7.63E-102,-0.292881453,-6.367273732,1.92E-10,TRUE,TRUE,Exc
PDK3,7.72E-102,-0.308693289,-5.249770883,1.52E-07,TRUE,TRUE,Exc
FBXO2,6.22E-101,-0.380281255,-4.640234759,3.48E-06,TRUE,TRUE,Exc
CCDC24,1.31E-99,-0.499921645,-6.254592089,3.99E-10,TRUE,TRUE,Exc
SNRPA1,2.21E-99,-0.396555392,-6.090884733,1.12E-09,TRUE,TRUE,Exc
CIAO1,2.57E-99,-0.457622803,-5.646003898,1.64E-08,TRUE,TRUE,Exc
COA3,4.91E-99,-0.59615841,-5.951491387,2.66E-09,TRUE,TRUE,Exc
WDR61,1.72E-98,-0.319129824,-5.478585417,4.29E-08,TRUE,TRUE,Exc
MEST,3.77E-98,-0.424835434,-4.369239487,1.25E-05,TRUE,TRUE,Exc
C19orf43,6.12E-98,-0.374596936,-5.910117979,3.42E-09,TRUE,TRUE,Exc
ERH,9.34E-98,-0.41628213,-6.417150881,1.39E-10,TRUE,TRUE,Exc
TCEB1,1.57E-97,-0.359443102,-5.677997912,1.36E-08,TRUE,TRUE,Exc
RABEPK,1.72E-97,-0.401076044,-9.264692685,1.96E-20,TRUE,TRUE,Exc
PCED1B,2.23E-97,-0.535828093,-4.310816817,1.63E-05,TRUE,TRUE,Exc
TSEN2,3.01E-97,-0.281641231,-7.648133438,2.04E-14,TRUE,TRUE,Exc
NOP56,8.45E-97,-0.38141594,-5.111400359,3.20E-07,TRUE,TRUE,Exc
ARL3,8.90E-97,-0.267113484,-5.099767497,3.40E-07,TRUE,TRUE,Exc
RPRML,9.07E-97,-0.50365041,-4.40443405,1.06E-05,TRUE,TRUE,Exc
TTF1,1.18E-96,-0.359380611,-4.882488791,1.05E-06,TRUE,TRUE,Exc
MTF2,1.21E-96,-0.285101851,-5.679398632,1.35E-08,TRUE,TRUE,Exc
SUMF2,1.69E-95,-0.379670958,-6.811925661,9.63E-12,TRUE,TRUE,Exc
GPRASP1,1.95E-95,-0.345375118,-5.40023731,6.66E-08,TRUE,TRUE,Exc
ERP29,5.54E-95,-0.604446332,-6.789926233,1.12E-11,TRUE,TRUE,Exc
HEATR5B,5.96E-95,-0.262229235,-4.479688544,7.48E-06,TRUE,TRUE,Exc
NEGR1,7.70E-95,0.276908959,5.414941563,6.13E-08,TRUE,TRUE,Exc
TRMT10B,8.79E-95,-0.590437496,-6.266843449,3.68E-10,TRUE,TRUE,Exc
NHLRC3,8.79E-95,-0.432889168,-4.374662369,1.22E-05,TRUE,TRUE,Exc
C5orf45,1.57E-94,-0.322608738,-5.717068252,1.08E-08,TRUE,TRUE,Exc
ARL4A,2.33E-94,-0.41566298,-4.445080844,8.79E-06,TRUE,TRUE,Exc
GOPC,3.50E-94,-0.438384679,-4.877365223,1.08E-06,TRUE,TRUE,Exc
TPM3,3.64E-94,-0.251580834,-5.278596298,1.30E-07,TRUE,TRUE,Exc
HMGXB4,3.91E-94,-0.36583335,-6.109817373,9.97E-10,TRUE,TRUE,Exc
NDUFA8,9.68E-94,-0.371140595,-4.340355667,1.42E-05,TRUE,TRUE,Exc
RPAIN,1.05E-93,-0.316244148,-6.148319433,7.83E-10,TRUE,TRUE,Exc
SPDYE5,2.37E-93,-0.607051013,-4.713718487,2.43E-06,TRUE,TRUE,Exc
DCTN2,4.10E-93,-0.350472643,-5.085341165,3.67E-07,TRUE,TRUE,Exc
FNDC3B,1.42E-92,-0.318932955,-5.498137247,3.84E-08,TRUE,TRUE,Exc
HN1,2.81E-92,-0.376506808,-6.833376449,8.29E-12,TRUE,TRUE,Exc
TUBG2,3.03E-92,-0.30037449,-4.288329983,1.80E-05,TRUE,TRUE,Exc
TTC8,3.91E-92,-0.373789317,-6.226026648,4.78E-10,TRUE,TRUE,Exc
KRAS,7.09E-92,-0.342280771,-4.52762917,5.96E-06,TRUE,TRUE,Exc
PTPN14,8.75E-92,-0.356635462,-4.777737595,1.77E-06,TRUE,TRUE,Exc
TCEAL7,1.32E-91,-0.483740658,-5.669568498,1.43E-08,TRUE,TRUE,Exc
SFXN4,3.77E-91,-0.631788536,-6.352891577,2.11E-10,TRUE,TRUE,Exc
PLEKHB2,5.74E-91,-0.296474388,-4.327410372,1.51E-05,TRUE,TRUE,Exc
TAF7,9.17E-91,-0.472062583,-4.410780382,1.03E-05,TRUE,TRUE,Exc
ARPC1A,2.17E-90,-0.306161565,-5.306052171,1.12E-07,TRUE,TRUE,Exc
LAGE3,2.46E-90,-0.457421147,-5.587331444,2.31E-08,TRUE,TRUE,Exc
PCP4,2.83E-90,-0.647970976,-4.753256429,2.00E-06,TRUE,TRUE,Exc
S100A6,3.37E-90,-0.4451873,-4.364037657,1.28E-05,TRUE,TRUE,Exc
MPC2,5.79E-90,-0.361382275,-5.312146008,1.08E-07,TRUE,TRUE,Exc
NAE1,7.10E-90,-0.327854663,-4.705679239,2.53E-06,TRUE,TRUE,Exc
EXOC1,9.99E-90,-0.304287742,-6.035446573,1.59E-09,TRUE,TRUE,Exc
LGALS1,8.81E-89,-0.607026862,-4.949962266,7.42E-07,TRUE,TRUE,Exc
ACYP1,1.76E-88,-0.640128099,-6.585270169,4.54E-11,TRUE,TRUE,Exc
RANBP1,1.92E-88,-0.493880867,-6.384280387,1.72E-10,TRUE,TRUE,Exc
