gene,IndModel.adj.pvals,IndModel.FC,MixedModel.z,MixedModel.p,DEGs.Ind.Model,DEGs.Ind.Mix.models,celltype
DCTN3,3.47E-88,-0.530514409,-4.832957024,1.35E-06,TRUE,TRUE,Exc
MECR,2.40E-87,-0.478800521,-7.354758368,1.91E-13,TRUE,TRUE,Exc
SGTB,3.43E-87,-0.307413071,-5.392276292,6.96E-08,TRUE,TRUE,Exc
MRPL51,4.86E-87,-0.612837179,-5.353358318,8.63E-08,TRUE,TRUE,Exc
FOXRED1,4.96E-87,-0.373952777,-5.413335264,6.19E-08,TRUE,TRUE,Exc
NPC1,4.83E-86,-0.376893496,-5.66477772,1.47E-08,TRUE,TRUE,Exc
CNOT10,1.08E-85,-0.308179894,-6.531352644,6.52E-11,TRUE,TRUE,Exc
NASP,1.60E-85,-0.360696495,-6.298476024,3.01E-10,TRUE,TRUE,Exc
MRPL20,1.83E-85,-0.447386518,-4.390299026,1.13E-05,TRUE,TRUE,Exc
MAGEF1,2.08E-85,-0.574949999,-8.325561399,8.39E-17,TRUE,TRUE,Exc
CCNYL1,3.18E-85,-0.4175233,-7.139496643,9.37E-13,TRUE,TRUE,Exc
PCSK1,4.48E-85,-0.556978438,-4.721000818,2.35E-06,TRUE,TRUE,Exc
TEFM,4.75E-85,-0.369422462,-4.801838373,1.57E-06,TRUE,TRUE,Exc
FAM162A,9.14E-85,-0.381862078,-4.973113891,6.59E-07,TRUE,TRUE,Exc
FARSB,2.27E-84,-0.302584342,-6.34704541,2.19E-10,TRUE,TRUE,Exc
SNRNP25,2.68E-84,-0.639047062,-6.567529066,5.12E-11,TRUE,TRUE,Exc
LCMT1,6.26E-84,-0.26194975,-5.037113825,4.73E-07,TRUE,TRUE,Exc
PDHA1,1.20E-83,-0.575442293,-8.451288217,2.88E-17,TRUE,TRUE,Exc
FIS1,7.73E-83,-0.484364679,-6.277503417,3.44E-10,TRUE,TRUE,Exc
TATDN3,1.06E-82,-0.386638416,-5.253536573,1.49E-07,TRUE,TRUE,Exc
PAAF1,2.43E-82,-0.465631441,-6.119443929,9.39E-10,TRUE,TRUE,Exc
C19orf66,3.43E-82,-0.36086999,-4.472780621,7.72E-06,TRUE,TRUE,Exc
TMEM175,5.07E-82,-0.26647,-5.481825186,4.21E-08,TRUE,TRUE,Exc
COPS8,5.72E-82,-0.396065651,-4.749529354,2.04E-06,TRUE,TRUE,Exc
NDUFA12,5.90E-82,-0.329233821,-4.72397909,2.31E-06,TRUE,TRUE,Exc
DPY30,6.67E-82,-0.288768185,-4.308465536,1.64E-05,TRUE,TRUE,Exc
PIK3C2A,2.61E-81,-0.266551083,-5.688755486,1.28E-08,TRUE,TRUE,Exc
MPPE1,7.04E-81,-0.400682783,-4.717748918,2.38E-06,TRUE,TRUE,Exc
VPS29,8.07E-81,-0.278000481,-4.665851756,3.07E-06,TRUE,TRUE,Exc
DLEU1,8.26E-81,-0.476159908,-5.705856677,1.16E-08,TRUE,TRUE,Exc
TCEAL6,8.94E-81,-0.535852007,-5.26121494,1.43E-07,TRUE,TRUE,Exc
TCF7L2,9.86E-81,-0.286847078,-4.338412465,1.44E-05,TRUE,TRUE,Exc
MRPS25,1.13E-80,-0.317711222,-5.005393604,5.57E-07,TRUE,TRUE,Exc
DNAJC18,1.21E-80,-0.375874816,-4.653265061,3.27E-06,TRUE,TRUE,Exc
KIF1BP,3.44E-80,-0.483295101,-5.622227023,1.89E-08,TRUE,TRUE,Exc
CFAP69,3.63E-80,-0.280481945,-4.849121545,1.24E-06,TRUE,TRUE,Exc
PPP1R2,5.42E-80,-0.339341207,-4.476960182,7.57E-06,TRUE,TRUE,Exc
EVA1C,7.75E-80,-0.374331581,-6.648134167,2.97E-11,TRUE,TRUE,Exc
NDUFS4,8.64E-80,-0.278575778,-6.485779814,8.83E-11,TRUE,TRUE,Exc
PTPDC1,1.09E-79,-0.338666458,-4.50174682,6.74E-06,TRUE,TRUE,Exc
NDUFB5,1.20E-79,-0.359169828,-5.710194965,1.13E-08,TRUE,TRUE,Exc
ARPC5L,1.23E-79,-0.361692351,-5.194290726,2.06E-07,TRUE,TRUE,Exc
NDUFA1,2.14E-79,-0.420509754,-4.442178487,8.91E-06,TRUE,TRUE,Exc
MEAF6,3.30E-79,-0.270454407,-4.382706212,1.17E-05,TRUE,TRUE,Exc
TCHP,3.32E-79,-0.563967938,-7.888226217,3.07E-15,TRUE,TRUE,Exc
TMEM223,4.49E-79,-0.662820716,-7.221591384,5.14E-13,TRUE,TRUE,Exc
MTMR9,5.75E-79,-0.292040792,-4.618337805,3.87E-06,TRUE,TRUE,Exc
UQCRHL,1.26E-78,-0.439601697,-5.099920725,3.40E-07,TRUE,TRUE,Exc
BORCS5,1.87E-78,-0.336545857,-6.085675094,1.16E-09,TRUE,TRUE,Exc
LYRM5,2.48E-78,-0.367515035,-4.713754754,2.43E-06,TRUE,TRUE,Exc
EXOG,2.55E-78,-0.346499964,-5.86247086,4.56E-09,TRUE,TRUE,Exc
PIGZ,1.43E-77,-0.375894136,-5.090989456,3.56E-07,TRUE,TRUE,Exc
FBF1,1.47E-77,-0.97815769,-7.923944186,2.30E-15,TRUE,TRUE,Exc
ATP8B1,3.08E-77,-0.29184765,-6.312562284,2.74E-10,TRUE,TRUE,Exc
MRPL57,3.60E-77,-0.529015086,-6.261860051,3.80E-10,TRUE,TRUE,Exc
PRKAG1,8.52E-77,-0.516202399,-9.199988279,3.58E-20,TRUE,TRUE,Exc
STX6,1.47E-76,-0.46358454,-7.571279053,3.70E-14,TRUE,TRUE,Exc
PIGL,2.42E-76,-0.253258174,-5.056800773,4.26E-07,TRUE,TRUE,Exc
MKKS,2.49E-76,-0.262112068,-4.889213262,1.01E-06,TRUE,TRUE,Exc
GTF2H3,7.85E-76,-0.452391723,-7.264645353,3.74E-13,TRUE,TRUE,Exc
ZNF611,8.80E-76,-0.36171206,-5.314860933,1.07E-07,TRUE,TRUE,Exc
RIC1,1.51E-75,-0.33846867,-4.721566143,2.34E-06,TRUE,TRUE,Exc
UFC1,1.63E-75,-0.4699791,-5.593128928,2.23E-08,TRUE,TRUE,Exc
MRPL55,1.64E-75,-0.428756509,-5.229329117,1.70E-07,TRUE,TRUE,Exc
MYO5C,2.08E-75,-0.283145683,-5.794725591,6.84E-09,TRUE,TRUE,Exc
EMC3,3.31E-75,-0.362614139,-5.307969715,1.11E-07,TRUE,TRUE,Exc
EAPP,3.74E-74,-0.262805161,-4.283135367,1.84E-05,TRUE,TRUE,Exc
C19orf70,4.56E-74,-0.482164445,-4.341336591,1.42E-05,TRUE,TRUE,Exc
NDUFB6,5.96E-74,-0.282706101,-4.756464257,1.97E-06,TRUE,TRUE,Exc
MTHFD1,8.27E-74,-0.342484543,-6.152437065,7.63E-10,TRUE,TRUE,Exc
CAPRIN2,8.82E-74,-0.301560885,-5.86707125,4.44E-09,TRUE,TRUE,Exc
RNH1,1.00E-73,-0.482387108,-5.609309849,2.03E-08,TRUE,TRUE,Exc
MIEN1,1.46E-73,-0.309726906,-5.979717312,2.24E-09,TRUE,TRUE,Exc
NEK9,2.07E-73,-0.317057836,-5.040215274,4.65E-07,TRUE,TRUE,Exc
BCAS2,2.20E-73,-0.429540943,-6.54142518,6.09E-11,TRUE,TRUE,Exc
POLR2K,1.04E-72,-0.312842514,-4.28500212,1.83E-05,TRUE,TRUE,Exc
AURKAIP1,1.24E-72,-0.37146173,-6.29455037,3.08E-10,TRUE,TRUE,Exc
POP7,2.26E-72,-0.611599716,-5.475142206,4.37E-08,TRUE,TRUE,Exc
CCNDBP1,5.95E-72,-0.306102933,-4.268684799,1.97E-05,TRUE,TRUE,Exc
HADHB,1.84E-71,-0.448716598,-5.993014115,2.06E-09,TRUE,TRUE,Exc
PRR13,2.70E-71,-0.555363215,-6.300068957,2.98E-10,TRUE,TRUE,Exc
SUCLG1,3.81E-71,-0.357257544,-5.159001607,2.48E-07,TRUE,TRUE,Exc
ENTPD3,1.02E-70,-0.416220878,-5.736323013,9.68E-09,TRUE,TRUE,Exc
DDX26B,1.24E-70,-0.425712036,-4.397593733,1.09E-05,TRUE,TRUE,Exc
PHB,2.46E-70,-0.519451062,-4.966734894,6.81E-07,TRUE,TRUE,Exc
AP000304.12,2.93E-70,-0.553082817,-5.219654467,1.79E-07,TRUE,TRUE,Exc
DUSP6,3.70E-70,-0.939323192,-5.198797722,2.01E-07,TRUE,TRUE,Exc
NECAP1,4.64E-70,-0.354021855,-4.410831916,1.03E-05,TRUE,TRUE,Exc
ANKUB1,7.72E-70,-0.53772918,-6.033696375,1.60E-09,TRUE,TRUE,Exc
ASAP2,8.83E-70,-0.270100557,-4.62412723,3.76E-06,TRUE,TRUE,Exc
CCZ1B,1.41E-69,-0.49782879,-4.580497579,4.64E-06,TRUE,TRUE,Exc
EIF3M,1.89E-69,-0.372512999,-4.589151348,4.45E-06,TRUE,TRUE,Exc
NBN,8.68E-69,-0.283757855,-4.890885542,1.00E-06,TRUE,TRUE,Exc
NDUFB9,9.31E-69,-0.46245307,-4.498221381,6.85E-06,TRUE,TRUE,Exc
FAM101A,1.21E-68,-0.299980845,-6.912623826,4.76E-12,TRUE,TRUE,Exc
PHYKPL,2.58E-68,-0.347924667,-4.742388085,2.11E-06,TRUE,TRUE,Exc
MRPS35,2.95E-68,-0.287918839,-4.803063386,1.56E-06,TRUE,TRUE,Exc
ORC3,2.96E-68,-0.272252442,-4.492973285,7.02E-06,TRUE,TRUE,Exc
EGR1,3.36E-68,-0.586885877,-4.466750662,7.94E-06,TRUE,TRUE,Exc
HUNK,5.39E-68,-0.289750574,-4.644815809,3.40E-06,TRUE,TRUE,Exc
RTCB,8.91E-68,-0.326412953,-4.368770539,1.25E-05,TRUE,TRUE,Exc
LSM3,2.04E-67,-0.379386911,-4.955931204,7.20E-07,TRUE,TRUE,Exc
MRPL18,2.26E-67,-0.350846226,-4.786445929,1.70E-06,TRUE,TRUE,Exc
TAF11,4.10E-67,-0.390491058,-5.597392391,2.18E-08,TRUE,TRUE,Exc
DHDDS,5.49E-67,-0.429565042,-5.298487034,1.17E-07,TRUE,TRUE,Exc
PRMT3,1.24E-66,-0.278570742,-6.085738348,1.16E-09,TRUE,TRUE,Exc
SLC25A5,2.08E-66,-0.464952602,-4.974228421,6.55E-07,TRUE,TRUE,Exc
CYP4X1,4.60E-66,-0.327928005,-5.532350893,3.16E-08,TRUE,TRUE,Exc
NCBP2-AS2,5.37E-66,-0.738802119,-6.59153195,4.35E-11,TRUE,TRUE,Exc
MRPL27,7.96E-66,-0.419660821,-4.863683478,1.15E-06,TRUE,TRUE,Exc
IQGAP1,1.38E-65,-0.292000922,-4.436449211,9.15E-06,TRUE,TRUE,Exc
ARSG,1.54E-65,-0.4280661,-6.502322106,7.91E-11,TRUE,TRUE,Exc
DDT,3.61E-65,-0.489256645,-5.777326148,7.59E-09,TRUE,TRUE,Exc
SEC61B,7.37E-65,-0.484362871,-4.57452217,4.77E-06,TRUE,TRUE,Exc
ENDOV,7.62E-65,-0.518909202,-4.735058765,2.19E-06,TRUE,TRUE,Exc
MPV17,8.97E-65,-0.345461696,-5.018324043,5.21E-07,TRUE,TRUE,Exc
RPP38,9.35E-65,-0.443641864,-6.032636388,1.61E-09,TRUE,TRUE,Exc
IFIT3,9.56E-65,-0.630240271,-4.606329963,4.10E-06,TRUE,TRUE,Exc
PARL,1.42E-64,-0.304602173,-5.747447104,9.06E-09,TRUE,TRUE,Exc
PSMB6,1.79E-64,-0.53436171,-4.536657255,5.72E-06,TRUE,TRUE,Exc
TMEM208,2.66E-64,-0.62627425,-6.234021929,4.55E-10,TRUE,TRUE,Exc
C6orf136,5.39E-64,-0.251755652,-5.309777276,1.10E-07,TRUE,TRUE,Exc
COPS7A,1.62E-63,-0.297045935,-4.607528625,4.07E-06,TRUE,TRUE,Exc
PDAP1,3.00E-63,-0.308028301,-5.809315619,6.27E-09,TRUE,TRUE,Exc
PLA2G4A,5.13E-63,-0.632761864,-4.381504731,1.18E-05,TRUE,TRUE,Exc
KIF9,6.30E-63,-0.44817908,-5.825952274,5.68E-09,TRUE,TRUE,Exc
LETMD1,7.76E-63,-0.273189841,-5.345054509,9.04E-08,TRUE,TRUE,Exc
FKBP1B,7.77E-63,-0.54221525,-4.551666925,5.32E-06,TRUE,TRUE,Exc
ZNF44,8.46E-63,-0.291841293,-4.808568002,1.52E-06,TRUE,TRUE,Exc
GCSH,1.59E-62,-0.658521084,-6.570281413,5.02E-11,TRUE,TRUE,Exc
CCS,1.73E-62,-0.485401261,-7.34706479,2.03E-13,TRUE,TRUE,Exc
EFCAB6,2.99E-62,-0.274710599,-4.818817072,1.44E-06,TRUE,TRUE,Exc
ASMTL,4.21E-62,-0.484030857,-4.699329323,2.61E-06,TRUE,TRUE,Exc
C17orf89,7.34E-62,-0.476307436,-4.404842111,1.06E-05,TRUE,TRUE,Exc
DYNLT1,8.39E-62,-0.490074624,-4.401215099,1.08E-05,TRUE,TRUE,Exc
ABRACL,2.23E-61,-0.643881908,-6.609499727,3.86E-11,TRUE,TRUE,Exc
IFT22,3.53E-61,-0.591435102,-7.663942068,1.80E-14,TRUE,TRUE,Exc
SNTG1,4.25E-61,0.334931106,5.058685534,4.22E-07,TRUE,TRUE,Exc
NEDD9,6.65E-61,-0.754217582,-5.026093212,5.01E-07,TRUE,TRUE,Exc
EID2B,2.50E-60,-0.454509215,-5.290346434,1.22E-07,TRUE,TRUE,Exc
RMND1,3.43E-60,-0.33188795,-5.739858239,9.48E-09,TRUE,TRUE,Exc
SCNM1,3.89E-60,-0.596648672,-7.929493265,2.20E-15,TRUE,TRUE,Exc
TCEAL8,4.20E-60,-0.356042662,-4.342239375,1.41E-05,TRUE,TRUE,Exc
WDR54,7.39E-60,-0.683887893,-4.436775854,9.13E-06,TRUE,TRUE,Exc
TSR2,1.26E-59,-0.449815909,-5.111195081,3.20E-07,TRUE,TRUE,Exc
ATAD2,1.62E-59,-0.301574609,-4.280664279,1.86E-05,TRUE,TRUE,Exc
BOLA3,2.06E-59,-0.509021576,-6.105540812,1.02E-09,TRUE,TRUE,Exc
DNAJC17,2.21E-59,-0.279007353,-5.812141086,6.17E-09,TRUE,TRUE,Exc
NR4A1,2.21E-59,-0.846327028,-4.78324896,1.72E-06,TRUE,TRUE,Exc
ZNF75A,2.28E-59,-0.272261501,-4.361258119,1.29E-05,TRUE,TRUE,Exc
SPTSSB,2.85E-59,-0.467377536,-6.405963779,1.49E-10,TRUE,TRUE,Exc
SYNC,1.66E-58,-0.410068185,-4.292289317,1.77E-05,TRUE,TRUE,Exc
EEF1B2,1.28E-57,-0.540070376,-6.131692459,8.69E-10,TRUE,TRUE,Exc
CTD-2369P2.10,1.33E-57,-0.800917783,-4.654806122,3.24E-06,TRUE,TRUE,Exc
IQCK,1.38E-57,-0.378135432,-6.550103592,5.75E-11,TRUE,TRUE,Exc
PTS,2.05E-57,-0.322342679,-4.746546311,2.07E-06,TRUE,TRUE,Exc
UFL1,3.59E-57,-0.294235267,-4.76523692,1.89E-06,TRUE,TRUE,Exc
LIN7B,3.72E-57,-0.361015178,-7.026476183,2.12E-12,TRUE,TRUE,Exc
EXOSC1,5.42E-57,-0.296708091,-4.757129882,1.96E-06,TRUE,TRUE,Exc
ARV1,1.07E-56,-0.402549657,-5.845984485,5.04E-09,TRUE,TRUE,Exc
MESDC2,1.27E-56,-0.465676361,-4.562180637,5.06E-06,TRUE,TRUE,Exc
PPIL3,1.35E-56,-0.570104636,-4.494535982,6.97E-06,TRUE,TRUE,Exc
DNAJC5G,1.81E-56,-0.439221373,-4.586492374,4.51E-06,TRUE,TRUE,Exc
RIPK1,2.08E-56,-0.337595851,-5.34854323,8.87E-08,TRUE,TRUE,Exc
DLD,3.63E-56,-0.328738866,-4.265779053,1.99E-05,TRUE,TRUE,Exc
PEX11B,4.17E-56,-0.560765636,-5.169911456,2.34E-07,TRUE,TRUE,Exc
CCBL2,4.32E-56,-0.41248932,-4.593217965,4.36E-06,TRUE,TRUE,Exc
IGBP1,5.26E-56,-0.266533872,-4.525379556,6.03E-06,TRUE,TRUE,Exc
AKR1E2,2.36E-55,-0.740535801,-4.461814071,8.13E-06,TRUE,TRUE,Exc
FAM98A,2.39E-55,-0.348488357,-5.37624247,7.61E-08,TRUE,TRUE,Exc
SSR2,2.86E-55,-0.409902212,-4.471646755,7.76E-06,TRUE,TRUE,Exc
CCNH,4.16E-55,-0.333959847,-4.53722913,5.70E-06,TRUE,TRUE,Exc
BLVRA,1.28E-54,-0.537085127,-5.212047918,1.87E-07,TRUE,TRUE,Exc
PSMA5,2.02E-54,-0.39984251,-4.656434211,3.22E-06,TRUE,TRUE,Exc
NUDT5,2.54E-54,-0.321176273,-4.467915225,7.90E-06,TRUE,TRUE,Exc
ZNF717,2.56E-54,-0.361978855,-5.070450274,3.97E-07,TRUE,TRUE,Exc
UST,4.66E-54,-0.534886881,-5.103186709,3.34E-07,TRUE,TRUE,Exc
MYO1E,5.63E-54,-0.843899476,-4.86279004,1.16E-06,TRUE,TRUE,Exc
SLC35B1,9.63E-54,-0.325073107,-4.528513293,5.94E-06,TRUE,TRUE,Exc
MRTO4,9.70E-54,-0.526760005,-7.488983603,6.94E-14,TRUE,TRUE,Exc
OXLD1,1.52E-53,-0.458927119,-4.977406045,6.44E-07,TRUE,TRUE,Exc
ATP5S,2.13E-53,-0.34789638,-5.584177902,2.35E-08,TRUE,TRUE,Exc
EIF2B1,3.23E-53,-0.346250142,-4.938529187,7.87E-07,TRUE,TRUE,Exc
GPCPD1,3.23E-53,-0.412137721,-5.290055287,1.22E-07,TRUE,TRUE,Exc
TUBGCP5,4.62E-53,-0.301234367,-5.62370799,1.87E-08,TRUE,TRUE,Exc
MRPL36,5.04E-53,-0.742659488,-5.815781826,6.04E-09,TRUE,TRUE,Exc
SORCS2,7.17E-53,-0.287511886,-4.779097697,1.76E-06,TRUE,TRUE,Exc
CYB5R1,8.52E-53,-0.588513465,-4.606199551,4.10E-06,TRUE,TRUE,Exc
MED29,9.53E-53,-0.30562575,-4.574879251,4.76E-06,TRUE,TRUE,Exc
HIPK4,1.14E-52,-0.805461706,-4.92507524,8.43E-07,TRUE,TRUE,Exc
DBF4B,4.00E-52,-0.382636906,-4.542347165,5.56E-06,TRUE,TRUE,Exc
LPCAT3,5.52E-52,-0.312124968,-4.314106843,1.60E-05,TRUE,TRUE,Exc
DMKN,8.51E-52,-0.709771377,-5.304619774,1.13E-07,TRUE,TRUE,Exc
RAB5A,1.11E-51,-0.265213948,-4.917287626,8.78E-07,TRUE,TRUE,Exc
ZNF790,1.61E-51,-0.567239349,-5.652814824,1.58E-08,TRUE,TRUE,Exc
NIT1,2.64E-51,-0.478613106,-6.561147258,5.34E-11,TRUE,TRUE,Exc
PDE6B,2.85E-51,-0.773225722,-6.557580464,5.47E-11,TRUE,TRUE,Exc
TRAPPC4,3.68E-51,-0.43650911,-5.827954619,5.61E-09,TRUE,TRUE,Exc
ZNF169,3.73E-51,-0.34774498,-6.36971248,1.89E-10,TRUE,TRUE,Exc
DZANK1,9.81E-51,-0.292551469,-4.461548385,8.14E-06,TRUE,TRUE,Exc
SLC35C2,1.34E-50,-0.340133881,-4.729429815,2.25E-06,TRUE,TRUE,Exc
NDUFS6,5.57E-50,-0.460185986,-4.799206515,1.59E-06,TRUE,TRUE,Exc
DNAJC30,6.04E-50,-0.621029451,-6.009539452,1.86E-09,TRUE,TRUE,Exc
ARHGEF10,7.80E-50,-0.378491575,-4.706487374,2.52E-06,TRUE,TRUE,Exc
XPC,9.99E-50,-0.347191027,-4.324912225,1.53E-05,TRUE,TRUE,Exc
GCLC,1.06E-49,-0.279514142,-5.135063372,2.82E-07,TRUE,TRUE,Exc
AKIP1,1.85E-49,-0.387819976,-5.866488332,4.45E-09,TRUE,TRUE,Exc
ZNF160,3.19E-49,-0.372798905,-4.417349564,9.99E-06,TRUE,TRUE,Exc
FASTKD2,4.98E-49,-0.45017663,-4.290000863,1.79E-05,TRUE,TRUE,Exc
IQCH,9.51E-49,-0.386460564,-4.731840946,2.22E-06,TRUE,TRUE,Exc
EMC2,1.04E-48,-0.348383098,-5.637365001,1.73E-08,TRUE,TRUE,Exc
QRSL1,3.05E-48,-0.438292177,-5.236839092,1.63E-07,TRUE,TRUE,Exc
ZNF593,1.11E-47,-0.727331942,-4.294556832,1.75E-05,TRUE,TRUE,Exc
POLR3K,1.35E-47,-0.490118087,-5.100962703,3.38E-07,TRUE,TRUE,Exc
FBLN7,2.04E-47,-0.474916989,-4.476781133,7.58E-06,TRUE,TRUE,Exc
MAGOH,2.41E-47,-0.360674079,-4.65854498,3.18E-06,TRUE,TRUE,Exc
ARL4D,2.81E-47,-0.539149069,-4.786814831,1.69E-06,TRUE,TRUE,Exc
EBNA1BP2,4.55E-47,-0.380831721,-4.926082582,8.39E-07,TRUE,TRUE,Exc
BCO1,5.77E-47,-0.773084322,-6.897263318,5.30E-12,TRUE,TRUE,Exc
MRPL9,8.77E-47,-0.309287618,-5.931071588,3.01E-09,TRUE,TRUE,Exc
SPAG7,1.15E-46,-0.465663802,-4.911991088,9.02E-07,TRUE,TRUE,Exc
LSM10,1.35E-46,-0.358170041,-4.329090747,1.50E-05,TRUE,TRUE,Exc
TRAPPC1,1.96E-46,-0.594130747,-4.536494748,5.72E-06,TRUE,TRUE,Exc
DUOX1,2.78E-46,-0.597666644,-4.393491556,1.12E-05,TRUE,TRUE,Exc
PDSS1,5.47E-46,-0.469540619,-6.242178739,4.32E-10,TRUE,TRUE,Exc
ELK1,5.89E-46,1.105650752,7.882602797,3.21E-15,TRUE,TRUE,Exc
MRPL43,7.90E-46,-0.390814939,-5.629355291,1.81E-08,TRUE,TRUE,Exc
NUBP1,9.06E-46,-0.434333921,-5.265049665,1.40E-07,TRUE,TRUE,Exc
SNUPN,1.88E-45,-0.464358913,-4.58675843,4.50E-06,TRUE,TRUE,Exc
GART,4.00E-45,-0.275901574,-4.488138176,7.18E-06,TRUE,TRUE,Exc
TXK,5.59E-45,-0.571128683,-4.697662599,2.63E-06,TRUE,TRUE,Exc
SF3B5,5.62E-45,-0.419978979,-4.674285922,2.95E-06,TRUE,TRUE,Exc
IMP4,5.99E-45,-0.355912265,-4.593822378,4.35E-06,TRUE,TRUE,Exc
LAMTOR2,6.07E-45,-0.550791233,-4.766088032,1.88E-06,TRUE,TRUE,Exc
IQCG,8.27E-45,-0.370209684,-4.574419071,4.78E-06,TRUE,TRUE,Exc
MRPL14,2.37E-44,-0.574975162,-5.36989605,7.88E-08,TRUE,TRUE,Exc
TRUB2,2.72E-44,-0.430164823,-4.365551648,1.27E-05,TRUE,TRUE,Exc
USE1,3.30E-44,-0.485827304,-4.990424481,6.02E-07,TRUE,TRUE,Exc
HSD11B1,6.52E-44,-1.058494518,-6.738033758,1.61E-11,TRUE,TRUE,Exc
TBC1D12,1.86E-43,-0.331651777,-4.308414042,1.64E-05,TRUE,TRUE,Exc
TIMM8B,2.74E-43,-0.52382395,-4.891915539,9.99E-07,TRUE,TRUE,Exc
MRPL22,2.95E-43,-0.398403256,-5.155003061,2.54E-07,TRUE,TRUE,Exc
GSS,3.21E-43,-0.323572196,-4.55058012,5.35E-06,TRUE,TRUE,Exc
HSPB3,4.34E-43,-0.998201589,-5.922166328,3.18E-09,TRUE,TRUE,Exc
MRPL15,4.88E-43,-0.282964566,-4.513720363,6.37E-06,TRUE,TRUE,Exc
PDZD11,6.74E-43,-0.751524262,-6.130868458,8.74E-10,TRUE,TRUE,Exc
SUPT4H1,1.56E-42,-0.437411188,-4.680162758,2.87E-06,TRUE,TRUE,Exc
RPUSD3,1.56E-42,-0.356991852,-4.403384754,1.07E-05,TRUE,TRUE,Exc
LSM2,2.35E-42,-0.56120867,-4.417594318,9.98E-06,TRUE,TRUE,Exc
CCDC115,5.60E-42,-0.327031284,-4.309850601,1.63E-05,TRUE,TRUE,Exc
AKR1A1,6.64E-42,-0.42779302,-4.769643704,1.85E-06,TRUE,TRUE,Exc
RPL26L1,8.98E-42,-0.562280275,-4.588923801,4.46E-06,TRUE,TRUE,Exc
TRNT1,1.15E-41,-0.388995563,-5.108677535,3.24E-07,TRUE,TRUE,Exc
MRRF,1.27E-41,-0.320088284,-4.968854842,6.73E-07,TRUE,TRUE,Exc
DPCD,1.30E-41,-0.483335491,-4.482709996,7.37E-06,TRUE,TRUE,Exc
POLR3F,1.45E-41,-0.332677054,-4.567411939,4.94E-06,TRUE,TRUE,Exc
KCNK4,2.82E-41,-0.392601207,-4.677836824,2.90E-06,TRUE,TRUE,Exc
AP4M1,9.12E-41,-0.527089723,-4.90202293,9.49E-07,TRUE,TRUE,Exc
NUDT2,9.12E-41,-0.444420353,-4.4084879,1.04E-05,TRUE,TRUE,Exc
PEBP4,2.78E-40,-0.353738404,-5.004132435,5.61E-07,TRUE,TRUE,Exc
UEVLD,3.75E-40,-0.424136824,-5.330034236,9.82E-08,TRUE,TRUE,Exc
MRPL24,3.91E-40,-0.602086135,-6.061647633,1.35E-09,TRUE,TRUE,Exc
C6orf203,4.18E-40,-0.311773939,-4.354621745,1.33E-05,TRUE,TRUE,Exc
SCRN2,6.21E-40,-0.490242923,-5.097652485,3.44E-07,TRUE,TRUE,Exc
PPIH,7.48E-40,-0.501965219,-5.594573605,2.21E-08,TRUE,TRUE,Exc
BCKDK,1.05E-39,-0.437870608,-5.877769012,4.16E-09,TRUE,TRUE,Exc
POP5,1.56E-39,-0.595791376,-4.365055094,1.27E-05,TRUE,TRUE,Exc
PTRH1,2.48E-39,-0.570443975,-4.33612363,1.45E-05,TRUE,TRUE,Exc
NOP10,6.43E-39,-0.404894069,-4.927359788,8.33E-07,TRUE,TRUE,Exc
RITA1,7.03E-39,-0.333217825,-4.606179532,4.10E-06,TRUE,TRUE,Exc
ATIC,9.28E-39,-0.254030748,-4.782210858,1.73E-06,TRUE,TRUE,Exc
ACP2,3.38E-38,-0.448360796,-5.204161736,1.95E-07,TRUE,TRUE,Exc
AP1S2,4.67E-38,-0.358709851,-4.367763525,1.26E-05,TRUE,TRUE,Exc
FUCA2,6.22E-38,-0.60526493,-5.570809001,2.54E-08,TRUE,TRUE,Exc
FLRT2,1.26E-37,0.435170554,6.29590987,3.06E-10,TRUE,TRUE,Exc
NTMT1,7.47E-37,-0.495333357,-4.715091942,2.42E-06,TRUE,TRUE,Exc
TBP,1.13E-36,-0.26096001,-4.377241246,1.20E-05,TRUE,TRUE,Exc
PLD1,1.29E-36,-0.325330835,-4.434071189,9.25E-06,TRUE,TRUE,Exc
EAF2,1.66E-36,-0.345247953,-4.990547134,6.02E-07,TRUE,TRUE,Exc
FAHD2B,2.35E-36,-0.259649178,-4.368363991,1.25E-05,TRUE,TRUE,Exc
GATAD1,4.05E-36,-0.360582391,-5.561250513,2.68E-08,TRUE,TRUE,Exc
ZNF226,8.04E-36,-0.418192886,-4.854305152,1.21E-06,TRUE,TRUE,Exc
